first_air_date,name,overview,popularity,vote_average,vote_count,adult
1981-09-12,Spider-Man and His Amazing Friends,"Spider-Man and His Amazing Friends is an American animated television series produced by Marvel Productions starring established Marvel Comics characters Spider-Man and Iceman and an original character, Firestar. As a trio called the Spider-Friends, they fought against various villains.",4.5868,7.5,253,False
2024-10-10,Sweetpea,"Rhiannon Lewis doesn't make much of an impression - people walk past her in the street without a second glance. That is until she is pushed over the edge and loses control. Rhiannon's life transforms, but can she keep her killer secret?",5.5384,7.5,240,False
2012-05-27,Continuum,"The series centers on the conflict between a group of rebels from the year 2077 who time-travel to Vancouver, BC, in 2012, and a police officer who accidentally accompanies them. In spite of being many years early, the rebel group decides to continue its violent campaign to stop corporations of the future from replacing governments, while the police officer endeavours to stop them without revealing to anyone that she and the rebels are from the future.",14.1598,7.5,924,False
1979-09-22,Scooby-Doo and Scrappy-Doo,"Everyone’s favorite mystery-solving Great Dane is here to find clues, along with a little help from his energetic nephew and four human companions.",9.104,7.5,330,False
2012-05-28,Hatfields & McCoys,"It’s the true American story of a legendary family feud—one that spanned decades and nearly launched a war between Kentucky and West Virginia. The Hatfield-McCoy saga begins with Devil Anse Hatfield and Randall McCoy.. Close friends and comrades until near the end of the Civil War, they return to their neighboring homes—Hatfield in West Virginia, McCoy just across the Tug River border in Kentucky—to increasing tensions, misunderstandings and resentments that soon explode into all-out warfare between their families. As hostilities grow, friends, neighbors and outside forces join the fight, bringing the two states to the brink of another civil war.",4.3179,7.469,355,False
2012-01-15,Call the Midwife,"Drama following the lives of a group of midwives working in the poverty-stricken East End of London during the 1950s, based on the best-selling memoirs of Jennifer Worth.",33.8659,7.469,254,False
2025-04-30,The Eternaut,"After a devastating toxic snowfall kills millions, Juan Salvo and a group of survivors in Buenos Aires must resist an invisible threat from another world.",6.6968,7.468,485,False
2022-11-17,1899,"When mysterious events change the course of an immigrant ship headed for New York in 1899, a mind-bending riddle unfolds for its bewildered passengers.",7.1126,7.468,1486,False
2015-06-14,Humans,In a parallel present where the latest must-have gadget for any busy family is a 'Synth' - a highly-developed robotic servant that's so similar to a real human it's transforming the way we live.,12.1283,7.5,684,False
2017-08-19,Marvel's Spider-Man,"An insecure but courageous and intelligent teen named Peter Parker, a new student of Midtown High, is bitten by a radioactive spider and given powers. He becomes a hero named Spider-Man after the death of his uncle and he must adapt to this new way of life.",9.113,7.466,384,False
2017-08-02,The Sinner,"In a small New York town, a haunted detective hunts for answers about perplexing crimes while wrestling with his own demons.",21.5014,7.466,1223,False
2019-08-16,The Game of Keys,"A casual encounter between Adriana and Sergio, two former high school friends, triggers the beginning of the game of the keys where four couples generate new sexual and emotional combinations in a dangerous and lustful game.

The game consists of everyone putting their keys in a bowl. At random, each one chooses some keys and he must go to spend the night with the owner of the keys. This game will revolutionize the group of friends and their lives. It will make them discover who they are and what they really want.",8.6561,7.465,2024,False
2022-10-25,Guillermo del Toro's Cabinet of Curiosities,"Bizarre nightmares unfold in eight tales of terror in this visually stunning, spine-tingling horror collection curated by Guillermo del Toro.",9.1318,7.464,981,False
2024-11-21,A Man on the Inside,A retired professor with a knack for snooping gets a new lease on life when a private investigator recruits him to go undercover and crack a case.,7.49,7.463,204,False
2021-12-07,Abbott Elementary,"In this workplace comedy, a group of dedicated, passionate teachers — and a slightly tone-deaf principal — are brought together in a Philadelphia public school where, despite the odds stacked against them, they are determined to help their students succeed in life. Though these incredible public servants may be outnumbered and underfunded, they love what they do — even if they don’t love the school district’s less-than-stellar attitude toward educating children.",24.5674,7.463,273,False
2014-07-13,The Strain,"A high concept thriller that tells the story of Dr. Ephraim Goodweather, the head of the Center for Disease Control Canary Team in New York City. He and his team are called upon to investigate a mysterious viral outbreak with hallmarks of an ancient and evil strain of vampirism. As the strain spreads, Eph, his team, and an assembly of everyday New Yorkers, wage war for the fate of humanity itself.",24.8253,7.462,1975,False
1984-09-16,Miami Vice,"The story of the Miami Police Department's vice squad and its efforts to end drug trafficking and prostitution, centered on the unlikely partnership of Sonny Crockett and Ricardo Tubbs - who first meet when Tubbs is undercover in a drug cartel.",33.0653,7.462,498,False
2020-01-07,Zoey's Extraordinary Playlist,"After an unusual event, Zoey Clarke, a whip-smart computer coder forging her way in San Francisco, suddenly starts to hear the innermost wants, thoughts and desires of the people around her through popular songs.",5.7569,7.5,233,False
2009-02-02,RuPaul's Drag Race,"Join RuPaul, the world's most famous drag queen, as the host, mentor and judge for the ultimate in drag queen competitions. The top drag queens in the U.S. will vie for drag stardom as RuPaul, in full glamazon drag, will reign supreme in all judging and eliminations while helping guide the contestants as they prepare for each challenge.",34.1654,7.461,271,False
2023-01-26,Poker Face,"Follow Charlie Cale, a woman with an extraordinary ability to tell when someone is lying, as she hits the road and, at every stop, encounters a new cast of characters and crimes she can't help but solve.",16.3464,7.5,486,False
2013-09-24,The Goldbergs,"Before there were parenting blogs, trophies for showing up, and peanut allergies, there was a simpler time called the '80s. For geeky 11-year old Adam these were his wonder years and he faced them armed with a video camera to capture all the crazy. The Goldbergs are a loving family like any other, just with a lot more yelling.",29.2447,7.459,365,False
1985-09-29,Amazing Stories,"A truly amazing, fantastical, science fiction, funny and odd, and sometimes scary, sad and endearing anthology series presented by Steven Spielberg with guest appearances by many famous actors, actresses, and directors.",14.5489,7.5,220,False
2017-04-25,Genius,"The life stories of history's greatest minds. From their days as young adults to their final years we see their discoveries, loves, relationships, causes, flaws and genius.",14.7217,7.458,298,False
2021-11-14,Yellowjackets,"This equal parts survival epic, psychological horror story and coming-of-age drama tells the saga of a team of wildly talented high school girls soccer players who become the (un)lucky survivors of a plane crash deep in the remote northern wilderness. The series chronicles their descent from a complicated but thriving team to savage clans, while also tracking the lives they’ve attempted to piece back together nearly 25 years later.",14.9179,7.457,937,False
2014-04-08,Black Bullet,"A near future, where humans have been defeated by the viral parasites named Gastrea. They have been exiled into a small territory and live in despair, side-by-side in terror.

In this world trapped in darkness—

Rentaro, a boy living near Tokyo and member of the ""Civil Security""—an organization specializing in fighting against the Gastrea—is used to accomplishing dangerous tasks. His partner is Enju, a precocious young girl. They fight thanks to their peculiar powers until one day, when they receive a special assignment from the government. This top secret mission is to prevent the destruction of Tokyo...

Set in a near future, this thrilling heroic-action story... starts now!",7.3285,7.457,223,False
2024-03-21,3 Body Problem,"Across continents and decades, five brilliant friends make earth-shattering discoveries as the laws of science unravel and an existential threat emerges.",42.9563,7.455,1456,False
2020-04-06,The Big Show Show,Former WWE wrestler the Big Show is out of the ring and ready for an even tougher challenge: raising three daughters with his wife in Florida.,3.4136,7.5,313,False
2024-09-18,Agatha All Along,"Agatha Harkness gathers a coven of witches and sets off down, down, down The Witches' Road.",12.791,7.5,933,False
2016-04-03,The Story of God with Morgan Freeman,"Morgan Freeman presents his quest in order to find how most religions perceive life after death, what different civilizations thought about the act of creation and other big questions that mankind has continuously asked.",3.4571,7.454,384,False
2005-01-03,Medium,Allison Dubois works in the District Attorney’s office using her natural intuition about people and her ability to communicate with the dead to help to solve crimes. Her dreams often give her clues to the whereabouts of missing people.,35.3842,7.454,565,False
2021-01-13,Night Stalker: The Hunt for a Serial Killer,"Beneath the sunlit glamour of 1985 L.A. lurks a relentlessly evil serial killer. In this true-crime story, two detectives won't rest until they catch him.",2.7825,7.453,364,False
2007-07-24,Damages,"Damages is an American legal thriller television series created by the writing and production trio of Daniel Zelman and brothers Glenn and Todd A. Kessler. The plot revolves around the brilliant, ruthless lawyer Patty Hewes and her protégée, recent law school graduate Ellen Parsons. Each season features a major case that Hewes and her firm take on, while also examining a chapter of the complicated relationship between Ellen and Patty. The first two seasons center around the law firm Hewes & Associates. Later seasons center more on Patty and Ellen's relationship as Ellen begins to distance herself from Hewes & Associates and begins an independent career.",18.7773,7.453,233,False
1999-09-06,Oggy and the Cockroaches,"Oggy, an anthropomorphic cat, would prefer to spend his days watching television and eating, but is continuously pestered by three roaches: Joey, Marky and Dee Dee. The cockroaches' slapstick mischief ranges from plundering Oggy's refrigerator to hijacking the train he just boarded. In many situations Oggy is also helped by Jack, who is more violent and short-tempered than him and is also annoyed by the cockroaches. Bob, a short-tempered bulldog, also appears in the show, and is Oggy's neighbor.",16.6266,7.453,364,False
2021-04-07,Kung Fu,"A quarter-life crisis causes a young Chinese-American woman to drop out of college and go on a life-changing journey to an isolated monastery in China. But when she returns to find her hometown overrun with crime and corruption, she uses her martial arts skills and Shaolin values to protect her community and bring criminals to justice…all while searching for the assassin who killed her Shaolin mentor and is now targeting her.",7.8992,7.5,311,False
2019-01-24,Conversations with a Killer: The Ted Bundy Tapes,"A unique look inside the mind of an infamous serial killer with this cinematic self-portrait crafted from statements made by Ted Bundy, including present-day interviews, archival footage and audio recordings from death row.",2.3302,7.452,384,False
2024-12-19,Beast Games,"I gathered 1,000 people to fight for $5,000,000, the LARGEST cash prize in TV history! We're also giving away a private island, Lamborghinis, and millions more in cash throughout the competition! Go watch to see the greatest show ever made!",8.0135,7.45,219,False
2016-05-22,Preacher,"A preacher sets out on a mission to make the almighty himself confess his sin of abandoning the world. With his best friend Cassidy, an alcoholic Irish vampire, his love Tulip, a red blooded gun towing Texan, and the power of genesis, an unholy child born from an angel and a devil, Jesse gives up everything to set the world straight with its creator.",12.6947,7.45,1284,False
1990-09-09,TaleSpin,Baloo the Bear stars in an adventurous comedy of love and conflict with his friend Kit Cloudkicker. Rebecca Cunningham and her daughter Molly purchase Baloo's failing company and Baloo must fly transport runs to clear his debt while dodging Don Karnage and his sky pirates.,11.4081,7.447,207,False
2006-09-25,Heroes,Common people discover that they have super powers. Their lives intertwine as a devastating event must be prevented.,38.5403,7.449,2515,False
2025-01-26,Paradise,"The tranquility in a serene, wealthy community inhabited by some of the world's most prominent individuals explodes when a shocking murder occurs and a high stakes investigation unfolds.",52.4895,7.446,420,False
2022-12-16,The Recruit,"Recruited out of law school by the CIA, a daredevil young attorney leaps unprepared into the dangerous world of international espionage.",9.7857,7.448,450,False
2020-09-14,Imperio De Mentiras,"Elisa Cantú never imagined that, upon returning to Mexico from New York, where she resides, she would encounter an unexpected tragedy that changes her life. The night Elisa would celebrate her birthday, fate leads her to meet Leonardo Velasco, a policeman in love with Julia, a teacher, to whom he was to marry. At the end of the evening, Leonardo receives an emergency call, in which the discovery of two bodies is reported, one of them is that of his fiancée, who lies next to the body of Augusto Cantú, millionaire businessman and father of Elisa. Elisa and Leonardo will come together to search for the truth of what happened.",2.8795,7.4,348,False
2017-12-06,HAPPY!,"Corrupt ex-cop turned hitman Nick Sax's life is changed forever by a relentlessly positive, imaginary blue winged horse named Happy.",5.1172,7.448,484,False
1964-09-26,Gilligan's Island,"The slapstick adventures of hapless Gilligan, long-suffering Skipper and their gang of mismatched castaways, all stranded on an uncharted desert isle after their tiny ship hit stormy weather.",12.2153,7.4,251,False
2017-10-06,Suburra: Blood on Rome,"In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican.",4.856,7.447,244,False
2011-07-19,Awkward.,"An irreverent look at the conflict, chaos and humor that defines teenage life through the eyes of 15-year-old Jenna Hamilton whose life begins to change when a simple accident becomes an epic misunderstanding and is blown way out of proportion. Narration in the first-person voice of Jenna's blog posts captures the humor within the struggles and experiences everyone can relate to from their formative years.",13.0344,7.4,414,False
2003-09-22,Two and a Half Men,A hedonistic jingle writer's free-wheeling life comes to an abrupt halt when his brother and 10-year-old nephew move into his beach-front house.,77.1556,7.446,3612,False
2014-11-08,Sonic Boom,"The speedy blue hedgehog Sonic with sidekick Tails and pals Knuckles, Amy and Sticks tries to ward off the evil plans of Dr. Eggman, who is hellbent on taking over the world. Sonic faces regular battles with Eggman's henchmen, including loyal robots Orbot and Cubot, evil interns, and giant, robotic monsters.",8.3631,7.4,361,False
2017-02-03,Santa Clarita Diet,They're ordinary husband and wife realtors until she undergoes a dramatic change that sends them down a road of death and destruction. In a good way.,7.1336,7.445,792,False
2017-12-10,Counterpart,Howard Silk is a lowly cog in a bureaucratic UN agency who is turning the last corner of a life filled with regret when he discovers the agency he works for is guarding a secret: a crossing to a parallel dimension.,6.7775,7.445,415,False
2008-11-01,Legend of the Seeker,"The adventures of woodsman Richard Cypher, who discovers that he was born to fulfill a prophecy of becoming a guardian hero to oppressed people. With the help of a mysterious woman named Kahlan and a wise old wizard named Zedd, he must stop a ruthless and bloodthirsty tyrant from unleashing an ancient evil and enslaving the world.",11.0774,7.445,339,False
2021-10-29,"Maradona, Blessed Dream","The controversial life and history of Argentine football legend Diego Armando Maradona. From his beginnings in Villa Fiorito, one of the poorest barrios of Buenos Aires, to achieving glory on the international football league. Earning himself a well-deserved place in history. Living a life strewn with drugs, sex and public scrutiny, he played by his own rules regardless of the consequences. Watch the man who took the world by storm and made his way into the hearts of millions.",1.5382,7.4,647,False
2019-03-28,Hanna,Follow the journey of an extraordinary young girl as she evades the relentless pursuit of an off-book CIA agent and tries to unearth the truth behind who she is.,10.4096,7.444,871,False
2022-01-05,Rebelde,Head back to Elite Way School as a new generation of students hope to win the Battle of the Bands.,4.3131,7.442,452,False
2018-07-10,The Outpost,"Talon, the lone survivor of a race called the Blackbloods, sets off to the edge of civilisation to track her family's killers. On her journey she discovers she has supernatural powers which she must learn to harness in order to achieve her goals.",9.0171,7.437,268,False
1987-09-25,Beauty and the Beast,"Beauty and the Beast is an American drama series which first aired on CBS in 1987. Creator Ron Koslow's updated version of the fairy tale has a double focus: the relationship between Vincent, a mythic, noble man-beast, and Catherine, a savvy Assistant District Attorney in New York; and a secret Utopian community of social outcasts living in a subterranean sanctuary. Through an empathetic bond, Vincent senses Catherine's emotions, and becomes her guardian.",0.6084,7.44,275,False
2020-03-20,Self Made: Inspired by the Life of Madam C.J. Walker,"This limited series chronicles the incredible true story of Madam C.J. Walker, who was the first African American self-made millionaire.",3.4786,7.439,337,False
2016-11-16,The Legend of the Blue Sea,"A mermaid from the Joseon period ends up in present-day Seoul, where she crosses paths with a swindler who may have ties to someone from her past.",8.2371,7.439,205,False
2024-10-11,Disclaimer,"When an intriguing novel appears at the bedside of a journalist whose career has been built on revealing transgressions, she is horrified to realize she's a key character in a long-buried story—one that exposes her darkest secret.",7.9422,7.438,273,False
2018-01-24,Waco,"The harrowing true story of the 1993 standoff between the FBI, ATF and the Branch Davidians, a spiritual sect led by David Koresh in Waco, TX that resulted in a deadly shootout and fire.",4.944,7.438,234,False
2013-04-04,The Devil Is a Part-Timer!,"Foiled by a hero when he’s inches away from conquering the world, the devil finds himself in modern-day Tokyo. With no real-world skills to speak of, the devil is forced to make ends meet flipping burgers at a fast food joint! To stall any further plans of world domination, the hero tracks the devil’s trail and takes on the lowly tasks of a telemarketer.",9.9839,7.438,292,False
2012-01-23,Abyss of Passion,"Rosendo Arango, the owner of Grupo La Anita, is married to Alfonsina. They have one son, Damian. Estefanía Bouvier is married to Augusto Castanon and they have one daughter, Elisa. Rosendo cheats on his wife with Carmina Bouvier, Estefanía's sister. Damian and Elisa become friends because Augusto and Rosendo were best friends. But one day, Rosendo and Carmina try to go away from La Ermita, the pueblo in which they live in. But, Estefanía, who had found out about their plans, wants to prevent this, shuts Carmina in her room and then goes with Rosendo in his car, trying to convince him not to run away with Carmina. They have an accident and die and everyone thinks they were lovers.",3.7101,7.4,254,False
2020-01-21,Rubi,,1.7089,7.436,856,False
2023-11-02,All the Light We Cannot See,A blind French girl and a young German soldier's paths collide during WWII.,4.5345,7.433,299,False
2013-09-16,Sleepy Hollow,Ichabod Crane is resurrected and pulled two and a half centuries through time to unravel a mystery that dates all the way back to the founding fathers.,18.0864,7.433,1103,False
2002-12-02,Taken,"The show takes place from 1944 to 2002 and follows the lives of three families: the Crawfords, who seek to cover up the Roswell crash and the existence of aliens; the Keys, who are subject to frequent experimentation by the aliens; and the Clarkes, who sheltered one of the surviving aliens from the crash.",8.2447,7.431,404,False
1985-09-14,Disney's Adventures of the Gummi Bears,"Join the world’s sweetest heroes for high adventure in a mystical land of giants and wizards, ogres and dragons, and wondrous creatures both good and evil. Meet Gruffi, Zummi, Cubbi, Grammi, Tummi, Sunni, and all the legendary Gummis as they laugh, play, foil dastardly plots, and fight for what's right.",14.9108,7.431,259,False
2022-01-03,The Cleaning Lady,"A whip-smart doctor comes to the U.S. for a medical treatment to save her ailing son. But when the system fails and pushes her into hiding, she refuses to be beaten down and marginalized. Instead, she becomes a cleaning lady for the mob and starts playing the game by her own rules.",98.8645,7.4,226,False
2022-09-08,Cars on the Road,Lightning McQueen and his best friend Mater head east from Radiator Springs on a cross-country road trip to meet up with Mater’s sister.,5.9243,7.429,301,False
2017-09-15,American Vandal,"In the wake of their first documentary's success, Peter and Sam seek a new case and settle on a stomach-churning mystery at a Washington high school.",5.4402,7.429,332,False
2009-02-15,Eastbound & Down,"Years after he turned his back on his hometown, a burned-out major league ballplayer returns to teach phys ed at his old middle school.",12.4773,7.429,347,False
2007-02-10,Primeval,"When strange anomalies start to appear all over England, Professor Cutter and his team must track down and capture all sorts of dangerous prehistoric creatures from Earth's distant past and near future.",8.6507,7.4,328,False
2001-03-28,My Wife and Kids,"Michael Kyle is a loving husband and modern-day patriarch who rules his household with a unique and distinct parenting style. As he teaches his three children some of life's lessons, he does so with his own brand of humor.",14.3129,7.428,521,False
2017-03-03,Bride of Istanbul,Faruk is the owner of a bus company and the leader of a powerful family in Bursa which is a metropol in Turkey. Faruk meets a violonist girl and falls in love with her. But the dominant mother of Faruk isn't happy with her son's relationship.,13.6843,7.4,213,False
2021-05-13,Hacks,"Explore a dark mentorship that forms between Deborah Vance, a legendary Las Vegas comedian, and an entitled, outcast 25-year-old.",48.214,7.426,330,False
2008-11-28,The Penguins of Madagascar,"The adventures of four penguins—Skipper, Kowalski, Private, and Rico, who perform various commando-like missions to protect their home in the Central Park Zoo. The penguins often have to deal with problems caused, or made worse, by their zoo neighbors, King Julien XIII (a ring-tailed lemur), Maurice (an aye-aye), and Mort (a mouse lemur).",16.9325,7.422,431,False
2019-12-05,Home for Christmas,"30-something Johanne navigates romance and family drama during the festive season, juggling exes and new relationships in her search for connection.",3.2264,7.424,258,False
2021-01-01,The Serpent,"The remarkable story of how murderer Charles Sobhraj was captured. As the chief suspect in unsolved murders of young Western travellers across India, Thailand and Nepal’s ‘Hippie Trail’ in 1975 and 1976, Sobhraj had repeatedly slipped from the grasp of authorities worldwide to become Interpol's most wanted man, with arrest warrants on three different continents.",6.6663,7.424,374,False
2019-09-26,Creepshow,A young boy's horror comic book comes to life in this anthology series of terrifying tales.,11.5687,7.424,331,False
2012-10-04,Btooom!,"Sakamoto, an unemployed young man, is one of the world's top players of an online fighting game called Btooom! One day, he wakes up on what appears to be a tropical island, although he doesn't remember how or why he got there.",5.649,7.424,231,False
2023-08-22,Ahsoka,Former Jedi Knight Ahsoka Tano investigates an emerging threat to a vulnerable galaxy.,10.9422,7.416,1177,False
2021-04-20,Cruel Summer,"Taking place over three summers - 1993, 1994, 1995 - in a small Texas town, a beautiful popular teen, Kate, is abducted and, seemingly unrelated, a girl, Jeanette, goes from being a sweet, awkward outlier to the most popular girl in town and, by ’95, the most despised person in America.",5.5837,7.422,366,False
2016-07-01,Berserk,"Spurred by the flame raging in his heart, the Black Swordsman Guts continues his seemingly endless quest for revenge. Standing in his path are heinous outlaws, delusional evil spirits, and a devout child of god. Even as it chips away at his life, Guts continues to fight his enemies, who wield repulsive and inhumane power, with nary but his body and sword—his strength as a human.",8.2714,7.4,287,False
2009-10-02,Stargate Universe,"The adventures of a present-day, multinational exploration team traveling on the Ancient spaceship Destiny many billions of light years distant from the Milky Way Galaxy. They evacuated there and are now trying to figure out a way to return to Earth, while simultaneously trying to explore and to survive in their unknown area of the universe.",15.444,7.422,772,False
2014-02-23,Griselda Blanco: The Black Widow,La Viuda Negra is a 2014 Spanish-language telenovela produced by RTI Producciones and Televisa for United States-based television network Univisión and for Colombia-based television network Caracol Television. It is an adaptation of the book La patrona de Pablo Escobar de José Guarnizo based on history from Griselda Blanco.,3.3795,7.4,346,False
2010-09-21,Raising Hope,"James ""Jimmy"" Chance is a clueless 24-year-old who impregnates a serial killer during a one-night-stand. Earning custody of his daughter after the mother is sentenced to death, Jimmy relies on his oddball but well-intentioned family for support in raising the child.",14.5185,7.421,322,False
1960-09-30,The Flintstones,"The misadventures of two modern-day Stone Age families, the Flintstones and the Rubbles.",24.5336,7.421,969,False
2012-11-26,The Returned,"In the shadow of an enormous hydraulic dam, the lives of the residents of a small French town are changed to their core when hundreds of previously dead relatives all return home on the same day.",4.8533,7.419,289,False
2022-04-20,Conversations with a Killer: The John Wayne Gacy Tapes,He dined with the powerful. He preyed on the vulnerable. Beneath a smiling exterior was the horrifying darkness of a sadistic serial killer.,1.7785,7.419,209,False
2020-08-19,High Score,"This docuseries traces the history of classic video games, featuring insights from the innovators who brought these worlds and characters to life.",2.286,7.419,253,False
2011-04-06,Workaholics,"The misadventures of three recent college dropouts, roommates, and co-workers at a telemarketing company and their drug dealer.",14.0239,7.419,303,False
2024-07-18,Those About to Die,"Within the spectacular, complex and corrupt world of gladiatorial sports in Ancient Rome, follow an ensemble of diverse characters across the many layers of Roman society where sports, politics and business intersect and collide.",5.8986,7.4,318,False
2021-09-28,La Brea,"An epic adventure begins when a massive sinkhole opens in the middle of Los Angeles, pulling hundreds of people and buildings into its depths. Those who fell in find themselves in a mysterious and dangerous primeval land, where they have no choice but to band together to survive. Meanwhile, the rest of the world desperately seeks to understand what happened. In the search for answers, one family torn apart by this disaster will have to unlock the secrets of this inexplicable event to find a way back to each other.",18.2293,7.417,1573,False
1990-09-20,The Flash,"When a bolt of lightning crashes through a police crime lab, a mix of electrically charged substances bathes chemist Barry Allen, transforming him into the fastest man alive--The Flash.",9.7791,7.417,515,False
2003-09-20,Lilo & Stitch: The Series,"This animated series chronicles the further adventures of renegade scientist Dr. Jumba Jookiba's beloved Experiment 626, who is now living happily as Lilo's alien buddy Stitch. Jumba’s remaining experiments have landed all over Hawaii in the form of dehydrated pods. Lilo and Stitch’s mission is to catch Stitch’s ""cousins"" before they fall into the clutches of the evil Dr. Jacques von Hamsterviel!",15.8557,7.416,647,False
1993-09-18,Rocko's Modern Life,"Rocko is a wallaby who has emigrated to America from Australia. He lives in O-Town and tries to get through life but, of course, comes across a multitude of dilemmas and misadventures he must get through. Other characters include Rocko's best friend, Heffer, a steer who has been raised by wolves, Filbert, a paranoid hypochondriac turtle, Rocko's faithful (but none-too-bright) dog Spunky, and Ed Bighead who detests Rocko and hates having him for a next door neighbor. On this show, Rocko has such adventures as trying to adapt to a new vacuum cleaner, having Heffer move in temporarily after his parents kick him out, and going to a movie theater.",10.7082,7.4,308,False
2024-07-10,A Good Girl's Guide to Murder,"Five years after the death of schoolgirl Andie Bell, Pippa Fitz-Amobi sets out to uncover what really happened to her. Sal Singh, Andie's boyfriend, admitted to the murder before taking his own life, but Pip doesn't believe he's responsible and teams up with Sal's brother Ravi to uncover the truth. If Sal Singh isn't a murderer and the real killer is still out there, how far will they go to keep Pip from finding out the truth?",8.0546,7.4,282,False
2022-10-02,Interview with the Vampire,A century-old vampire from New Orleans reunites with an ailing journalist to recount his life of bloodlust and his tumultuous relationship with the rakish Frenchman who turned him.,10.3955,7.4,343,False
2019-05-31,Swamp Thing,"CDC researcher Abby Arcane investigates what seems to be a deadly swamp-born virus in a small town in Louisiana but she soon discovers that the swamp holds mystical and terrifying secrets. When unexplainable and chilling horrors emerge from the murky marsh, no one is safe.",7.4408,7.418,1045,False
1997-01-13,La Femme Nikita,"Nikita is a drug-addicted juvenile delinquent who was accused of killing a police officer in cold blood during an attempted robbery of a pharmacy. She is later arrested and sentenced to death by lethal injection, upon which she was secretly drugged by the government, faking her death. Nikita is then ""recruited"" by a secret government organization and transformed into a highly skilled assassin who cannot be traced.",11.4961,7.414,262,False
2017-07-24,"Midnight, Texas","Welcome to a place where being normal is really quite strange. In a remote Texas town no one is who they seem. From vampires and witches to psychics and hit men, Midnight is a mysterious safe haven for those who are different. As the town members fight off outside pressures from rowdy biker gangs, ever-suspicious cops and their own dangerous pasts, they band together and form a strong and unlikely family.",7.6554,7.4,289,False
2015-10-13,River,"Respected police officer John River, a gifted cop with a troubled mind, struggles to come to terms with the recent loss of a colleague, and chases a suspect across London - with tragic consequences. Now at odds with the authorities, River ends up in a precarious position as he seeks to bring closure to the mother of murdered teenager, who blames him for failing to keep his promise.",3.0748,7.413,213,False
2018-08-17,Disenchantment,"Set in a ruined medieval city called Dreamland, Disenchantment follows the grubby adventures of a hard-drinking princess, her feisty elf companion and her personal demon.",13.8561,7.41,1287,False
2006-09-20,Jericho,"Jericho is an American action/drama series that centers on the residents of the fictional town of Jericho, Kansas, in the aftermath of nuclear attacks on 23 major cities in the contiguous United States.",12.1176,7.41,532,False
2015-12-18,F is for Family,"Follow the Murphy family back to the 1970s, when kids roamed wild, beer flowed freely and nothing came between a man and his TV.",7.3476,7.409,428,False
2020-02-26,The Trials of Gabriel Fernandez,A boy’s brutal murder and the public trials of his guardians and social workers prompt questions about the system’s protection of vulnerable children.,1.3637,7.4,429,False
2019-07-19,SAINT SEIYA: Knights of the Zodiac,"Seiya and the Knights of the Zodiac rise again to protect the reincarnation of the goddess Athena, but a dark prophecy hangs over them all.",9.0676,7.407,668,False
2002-07-20,The Adventures of Jimmy Neutron: Boy Genius,"Jimmy Neutron is the smartest kid in town. As a genius, Jimmy thinks most things can be solved with the invention of a new gizmo. But Jimmy usually takes the easy way out, and his backfiring gadgets result in comedic adventures.",19.6365,7.407,848,False
2018-12-13,LOL: Last One Laughing,"An unscripted variety series from Mexico in which ten professional comedians compete for a cash prize by trying to make each other laugh. The one who refrains from laughing the longest, while forcing other contestants to laugh first, is the winner.",4.3882,7.406,320,False
2019-08-18,The Righteous Gemstones,"The story of a world-famous televangelist family with a history of deviance, greed and, yes, charitable work, all in the name of Jesus.",18.0678,7.401,279,False
2015-01-16,12 Monkeys,"The provocative story of Cole, a time traveler from a decimated future in a high-stakes race against the clock. Utilizing a dangerous and untested method of time travel, he journeys from 2043 to the present day on a mission to locate and eradicate the source of a deadly plague that will all but annihilate the human race.",13.1786,7.4,1157,False
2023-05-12,Black Knight,"In a dystopian 2071 devastated by air pollution, the survival of humanity depends on the Black Knights — and they’re far from your average delivery men.",5.5759,7.399,301,False
2024-12-10,Secret Level,"Adult animated series of original short stories which are set within the worlds of beloved video games. Each episode serves as a gateway to a new adventure, unlocking exciting worlds from beloved gaming classics and highly anticipated new titles.",11.298,7.397,514,False
2013-11-17,Almost Human,"The year is 2048. By mandate, every cop must partner with a robot. Detective John Kennex returns to work after waking up from a 17-month coma. As he adjusts to working with his new partner, Dorian, a discontinued android with unexpected emotional responses, John also must learn to get along with his new colleagues.",6.9181,7.397,549,False
2012-10-11,Beauty and the Beast,"Detective Catherine Chandler is a smart, no-nonsense homicide detective. When she was a teenager, she witnessed the murder of her mother at the hands of two gunmen and herself was saved by someone – or something. Years have passed and while investigating a murder, Catherine discovers a clue that leads her to Vincent Keller, who was reportedly killed in 2002. Catherine learns that Vincent is actually still alive and that it was he who saved her many years before. For mysterious reasons that have forced him to live outside of traditional society, Vincent has been in hiding for the past 10 years to guard his secret – when he is enraged, he becomes a terrifying beast, unable to control his super-strength and heightened senses.",11.1369,7.4,461,False
2024-04-05,Parasyte: The Grey,"When unidentified parasites violently take over human hosts and gain power, humanity must rise to combat the growing threat.",8.1561,7.396,308,False
2017-01-13,A Series of Unfortunate Events,"The orphaned Baudelaire children face trials, tribulations and the evil Count Olaf, all in their quest to uncover the secret of their parents' death.",29.6907,7.396,1008,False
